origin_iata,dest_iata,annual_pax
BGM,BOS,2
BGM,BUF,49
BGM,DTW,32935
BGM,HPN,1
BGM,JFK,82
BGM,LGA,600
BGM,MA5,2
BGM,MCO,14091
BGM,ROC,67
BGM,SCH,2
BGM,SWF,11
BGM,VWK,10
BGR,BOS,918
BGR,BTV,46
BGR,BVY,2
BGR,BZN,257
BGR,CLT,52055
BGR,DCA,117927
BGR,EWR,79004
BGR,FLL,5464
BGR,FOK,6
BGR,GRR,160
BGR,GSO,222
BGR,HPN,4
BGR,IAD,214
BGR,IAH,169
BGR,ILG,227
BGR,JAC,14
BGR,JFK,36226
BGR,LAS,3
BGR,LCI,12
BGR,LCK,76
BGR,LGA,123256
BGR,LKP,6
BGR,MCO,4646
BGR,MDT,62
BGR,MIA,222
BGR,MSN,83
BGR,MVY,7
BGR,OKC,240
BGR,ORD,43843
BGR,PGD,23690
BGR,PHL,124448
BGR,PIE,51892
BGR,PIT,22
BGR,PQI,69
BGR,PVD,113
BGR,PWM,179
BGR,RKD,8
BGR,RME,214
BGR,RSW,1788
BGR,SDF,45
BGR,SFB,66591
BGR,SRQ,148
BGR,TEB,15
BGR,TPA,3662
BGT,DVT,16
BGT,PHX,44
BHB,BOS,21114
BHB,BTV,1
BHB,FOK,6
BHB,FRG,6
BHB,HPN,16
BHB,HTO,29
BHB,LCI,11
BHB,LEB,5
BHB,LGA,6
BHB,MA2,2
BHB,MVY,2
BHB,OXC,14
BHB,PSF,4
BHB,PSM,5
BHB,PWM,35
BHB,PYM,4
BHB,RKD,4
BHB,SLK,2
BHB,SWF,4
BHB,TEB,50
BHM,BNA,12247
BHM,BTR,383
BHM,BTV,103
BHM,BUF,330
BHM,BUR,254
BHM,BWI,73469
BHM,CDC,239
BHM,CLE,46
BHM,CLL,482
BHM,CLT,280379
BHM,CMI,119
BHM,CPS,142
BHM,CVG,139
BHM,DAL,221782
BHM,DCA,103248
BHM,DEN,185913
BHM,DFW,312352
BHM,DTW,60179
BHM,ECP,281
BHM,ELP,140
BHM,EUG,100
BHM,EVV,142
BHM,EWR,485
BHM,EYW,127
BHM,FLL,17945
BHM,FWA,69
BHM,GEG,167
BHM,GNV,32
BHM,GPT,354
BHM,GSO,114
BHM,GSP,76
BHM,GTR,207
BHM,HOU,107044
BHM,HPN,1
BHM,HSV,335
BHM,IAD,382
BHM,IAH,164757
BHM,ICT,202
BHM,IFP,917
BHM,IND,529
BHM,JAC,299
BHM,JAN,377
BHM,JAX,140
BHM,LAF,94
BHM,LAS,100552
BHM,LAX,498
BHM,LGA,108889
BHM,LIT,59
BHM,LRU,140
BHM,LYH,328
BHM,MCI,281
BHM,MCO,175026
BHM,MDW,133515
BHM,MEM,32
BHM,MGM,122
BHM,MHE,30
BHM,MIA,76430
BHM,MKE,952
BHM,MLI,47
BHM,MLU,323
BHM,MOB,71
BHM,MSL,1
BHM,MSN,664
BHM,MSP,94
BHM,MSY,1579
BHM,MYR,325
BHM,NM1,1
BHM,OAK,320
BHM,OKC,1190
BHM,OMA,156
BHM,ONT,671
BHM,ORD,115173
BHM,ORF,62
BHM,PBI,245
BHM,PHL,61655
BHM,PHX,12004
BHM,PIE,94
BHM,PNS,358
BHM,RDU,220
BHM,RIC,34
BHM,RNO,205
BHM,RSW,226
BHM,SAN,234
BHM,SAT,119
BHM,SAV,300
BHM,SBN,114
BHM,SCF,6
BHM,SDF,365
BHM,SFB,506
BHM,SGF,72
BHM,SHV,471
BHM,SJC,173
BHM,SLC,260
BHM,SMF,170
BHM,SNA,317
BHM,SPS,71
BHM,SRQ,449
BHM,STL,572
BHM,SWF,334
BHM,SYR,133
BHM,TEB,19
BHM,TPA,94308
BHM,TUL,622
BHM,TXK,35
BHM,TYS,64
BHM,VPS,105
BHM,XNA,438
BHM,YIP,337
BID,BOS,5
BID,CDW,4
BID,CT1,4
BID,EWR,6
BID,HPN,14
BID,HTO,5
BID,IAD,7
BID,LEB,13
BID,MMU,54
BID,NPT,6
BID,PVC,1
BID,PWM,3
BID,RUT,1
BID,TEB,48
BID,WST,24540
BIF,BNA,216
BIF,BUR,73
BIF,CRW,94
BIF,DTW,76
BIF,IND,174
BIF,LEX,90
BIF,LFI,50
BIF,LIT,108
BIF,LRF,98
BIF,MDT,107
BIF,MGE,277
BIF,MHT,245
BIF,MIA,60
BIF,MQY,140
BIF,OFF,49
BIF,PIA,421
BIF,PIT,45
BIF,POB,107
BIF,RAP,50
BIF,SLC,128
BIF,STS,47
BIF,SVN,68
BIF,VOK,322
BIF,VZL,77
BIH,CLD,173
BIH,DEN,9319
BIH,HHR,254
BIH,LAX,19
BIH,LGB,24
BIH,SFO,10850
BIH,SNA,29
BIL,BMI,62
BIL,BOS,106
BIL,BZN,1496
BIL,CID,60
BIL,COS,138
BIL,DEN,286559
BIL,DFW,84414
BIL,EWR,738
BIL,FAR,147
BIL,FCA,395
BIL,FRD,1
BIL,FSD,127
BIL,GDV,4143
BIL,GEG,56
BIL,GGG,69
BIL,GGW,5817
BIL,HVR,6035
BIL,IDA,67
BIL,IFP,947
BIL,JAC,277
BIL,LA2,3
BIL,LAS,32403
BIL,LAW,65
BIL,LAX,7590
BIL,MFR,194
BIL,MSP,104284
BIL,OLF,6130
BIL,ORD,14546
BIL,PDX,27685
BIL,PHL,188
BIL,PHX,15506
BIL,RAP,290
BIL,RNO,207
BIL,RST,143
BIL,SDY,14559
BIL,SEA,115846
BIL,SFO,89
BIL,SJT,58
BIL,SLC,163217
BIL,SMF,175
BIL,STL,158
BIL,VNY,4
BIL,XWA,28
BIS,DEN,118203
BIS,DFW,78397
BIS,FAR,139
BIS,IAD,726
BIS,IFP,3047
BIS,LAS,31899
BIS,LAX,96
BIS,LBB,71
BIS,MOT,502
BIS,MSP,252410
BIS,PDX,132
BIS,PIE,12086
BIS,RAP,858
BIS,SFB,16580
BIS,XWA,61
BJC,BTV,6
BJC,BUR,14867
BJC,DAL,18152
BJC,EUG,28
BJC,FAR,322
BJC,FCA,4
BJC,GEG,18
BJC,GJT,8
BJC,HPN,3
BJC,LAS,8652
BJC,LAX,31
BJC,OAK,25
BJC,PHX,286
BJC,RDM,4
BJC,SCF,13375
BJC,SJC,31
BJC,SLC,569
BJC,TRM,2
BJC,TSM,870
BJC,TUS,69
BJC,VGT,8
BJC,VNY,8
BJI,GUC,167
BJI,IFP,1654
BJI,MSP,54468
BJI,SJT,162
BKC,DRG,2243
BKC,ELI,9
BKC,GLV,7
BKC,IAN,71
BKC,KTS,18
BKC,KVL,6
BKC,OME,38
BKC,ORV,190
BKC,OTZ,5184
BKC,RDB,622
BKC,SHH,18
BKC,SKK,18
BKC,WLK,389
BKC,WTK,109
BKG,MSP,5626
BKG,ORD,28
BKG,SJC,54
BKG,TN8,4
BKL,BOS,135
BKL,BWI,74
BKL,CVG,305
BKL,DAL,58
BKL,DEN,121
BKL,ENW,8
BKL,EWR,239
BKL,HPN,67
BKL,HYA,2
BKL,IAD,135
BKL,IAH,69
BKL,JFK,61
BKL,MDW,252
BKL,MIA,195
BKL,MKC,265
BKL,MSP,128
BKL,OAK,57
BKL,ORD,139
BKL,PHL,187
BKL,PHX,66
BKL,PIE,62
BKL,PIT,11
BKL,PWK,7
BKL,SAN,59
BKL,SFO,64
BKL,STP,16
BKL,VNY,3
BKW,CKB,8
BKW,CLT,22788
BKW,PKB,12799
BKW,TEB,5
BKW,VA4,5
BKX,CMH,46
BLD,DQS,7843
BLD,GCN,4021
BLD,KNB,779
BLD,L41,2356
BLD,PGA,2725
BLD,QQU,2
BLD,RNO,2
BLD,SAD,12
BLD,SGU,12
BLD,VNY,5
BLI,DEN,11183
BLI,DFW,111
BLI,ESD,15
BLI,FAT,156
BLI,IFP,1357
BLI,KEH,16
BLI,KTN,6
BLI,LAS,221431
BLI,LAX,30059
BLI,OAK,75631
BLI,OGG,6
BLI,PAE,12
BLI,PHX,50
BLI,PSP,26584
BLI,RNO,804
BLI,SAN,6265
BLI,SEA,118820
BLM,BOS,4
BLM,BTV,12
BLM,EGE,9
BLM,FOK,20
BLM,GFL,6
BLM,GON,2
BLM,HFD,1
BLM,HPN,10
BLM,HTO,4
BLM,HYA,3
BLM,MA1,12
BLM,MHR,3
BLM,MNZ,1
BLM,MTP,8
BLM,MVY,74
BLM,NAD,8
BLM,NPT,7
BLM,NY4,14
BLM,OCE,15
BLM,OUN,48
BLM,OXC,6
BLM,PSM,4
BLM,PVD,1
BLM,PWM,10
BLM,SCE,14
BLM,STP,8
BLM,TEB,1
BLM,TN9,33
BLM,UBF,4
BLM,VNY,13
BLM,VWK,20
BLV,CHS,83
BLV,FLL,4348
BLV,JAX,12465
BLV,LAS,13795
BLV,MCF,39
BLV,MYR,5978
BLV,OFF,39
BLV,PGD,51679
BLV,PIE,44225
BLV,SAV,5405
BLV,SFB,40438
BLV,SRQ,25359
BLV,TYS,10328
BLV,VPS,90422
BMG,BWI,393
BMG,CID,125
BMG,CMH,471
BMG,DTW,365
BMG,EWR,91
BMG,HPN,184
BMG,HRL,41
BMG,LAN,456
BMG,LNK,654
BMG,MDT,47
BMG,MDW,7
BMG,MSN,269
BMG,MSP,486
BMG,OKC,209
BMG,OPF,9
BMG,ORD,113
BMG,RSW,187
BMG,SBN,333
BMG,SCE,445
BMG,SEA,112
BMG,TYS,206
BMI,BNA,67
BMI,CMI,51
BMI,DEN,12708
BMI,DFW,86931
BMI,DTW,144
BMI,FAR,289
BMI,FNT,43
BMI,FSD,29
BMI,GFK,258
BMI,GPT,570
BMI,IFP,1399
BMI,LGA,69
BMI,MAF,92
BMI,MSL,263
BMI,ORD,58190
BMI,PIE,32297
BMI,RNO,200
BMI,SDF,75
BMI,SFB,36736
BMI,SMF,261
BMI,SPS,61
BMI,STL,69
BMI,TUL,72
BMI,XNA,56
BMI,YNG,141
BML,HPN,3
BML,HTO,16
BNA,BOI,168
BNA,BOS,629205
BNA,BTR,1118
BNA,BUF,63664
BNA,BUR,98470
BNA,BWI,424336
BNA,BZN,37878
BNA,CAE,584
BNA,CAK,14148
BNA,CBK,8
BNA,CDC,283
BNA,CGI,12252
BNA,CHA,1063
BNA,CHO,98
BNA,CHS,196687
BNA,CID,19870
BNA,CLD,9
BNA,CLE,201378
BNA,CLL,370
BNA,CLT,792184
BNA,CMH,183737
BNA,CMI,149
BNA,CNW,163
BNA,COS,576
BNA,COU,1073
BNA,CPS,394
BNA,CVG,57615
BNA,DAL,581411
BNA,DCA,602931
BNA,DEN,1083735
BNA,DFW,984943
BNA,DSM,53055
BNA,DTW,560779
BNA,ECP,253939
BNA,ELM,276
BNA,ELP,805
BNA,EVV,66
BNA,EWR,482370
BNA,EYW,356
BNA,FAR,31661
BNA,FLL,553347
BNA,FNT,37803
BNA,FRG,74
BNA,FSD,30539
BNA,FTW,15
BNA,FWA,72
BNA,GFK,9
BNA,GJT,139
BNA,GNV,634
BNA,GPT,1996
BNA,GRB,504
BNA,GRK,39
BNA,GRR,60648
BNA,GSO,220
BNA,GSP,56139
BNA,GTR,180
BNA,HAO,1
BNA,HDN,4107
BNA,HHR,9
BNA,HOU,414100
BNA,HPN,479
BNA,HSH,25
BNA,HSV,1844
BNA,HVN,34317
BNA,IAD,255128
BNA,IAH,425694
BNA,ICT,160
BNA,IFP,980
BNA,ILG,516
BNA,IN2,6
BNA,IND,2063
BNA,ISM,7
BNA,JAN,216
BNA,JAX,245790
BNA,JBR,1652
BNA,JFK,326488
BNA,LAL,152
BNA,LAS,553941
BNA,LAX,627211
BNA,LBB,95
BNA,LEX,204
BNA,LFT,72
BNA,LGA,840937
BNA,LGB,113122
BNA,LIT,732
BNA,LOT,2
BNA,LRU,165
BNA,LUK,103
BNA,LYH,51
BNA,MCI,318810
BNA,MCO,781766
BNA,MDT,25664
BNA,MDW,460159
BNA,MEM,4095
BNA,MGM,312
BNA,MIA,580230
BNA,MKE,196649
BNA,MLB,9630
BNA,MLI,49
BNA,MLU,155
BNA,MO6,3
BNA,MQY,1
BNA,MSN,272
BNA,MSO,273
BNA,MSP,525317
BNA,MSY,334011
BNA,MYR,155771
BNA,NUQ,4
BNA,OAK,73931
BNA,OKC,61930
BNA,OMA,62300
BNA,ONT,59254
BNA,OPF,7
BNA,ORD,793110
BNA,ORF,108393
BNA,OSU,20
BNA,PAH,37
BNA,PBI,885
BNA,PDK,23
BNA,PDX,82856
BNA,PGD,41148
BNA,PHF,61
BNA,PHL,663049
BNA,PHX,605446
BNA,PIA,23875
BNA,PIE,34305
BNA,PIT,236531
BNA,PNS,213519
BNA,PSP,93
BNA,PVD,19716
BNA,PVU,33910
BNA,PWM,29949
BNA,RDU,397703
BNA,RFD,12947
BNA,RIC,90550
BNA,RNO,330
BNA,ROA,807
BNA,ROC,55
BNA,RSW,152126
BNA,SAN,217065
BNA,SAT,176245
BNA,SAV,171712
BNA,SBN,101
BNA,SCE,108
BNA,SCF,2
BNA,SDF,5300
BNA,SEA,373457
BNA,SFB,45161
BNA,SFO,160931
BNA,SGU,304
BNA,SHV,446
BNA,SJC,79596
BNA,SJU,14783
BNA,SLC,300089
BNA,SMF,70834
BNA,SNA,4469
BNA,SRQ,152533
BNA,STL,270314
BNA,SUA,1
BNA,SUS,21
BNA,SWO,1
BNA,SYR,46463
BNA,TBN,6545
BNA,TCL,314
BNA,TEB,92
BNA,TLH,113
BNA,TPA,466677
BNA,TSM,6
BNA,TTN,28
BNA,TUL,792
BNA,TUP,21039
BNA,TYS,494
BNA,USA,23
BNA,VEL,1
BNA,VNY,11
BNA,VPS,187080
BNA,XNA,27637
BNF,JNU,28
BOI,BOS,153
BOI,BUR,94669
BOI,BZN,1510
BOI,CHA,157
BOI,CHS,172
BOI,COS,289
BOI,DAL,2593
BOI,DAY,114
BOI,DEN,682806
BOI,DFW,266648
BOI,ELP,53
BOI,EUG,876
BOI,EWR,151
BOI,FAT,424
BOI,FLL,89
BOI,FSD,136
BOI,GEG,140127
BOI,GJT,129
BOI,GRK,91
BOI,GSP,92
BOI,HNL,353
BOI,IAD,160
BOI,IAH,159
BOI,ICT,66
BOI,IDA,178
BOI,JAC,110
BOI,LAR,316
BOI,LAS,423590
BOI,LAX,213519
BOI,LGB,8780
BOI,LWS,117
BOI,MCO,138
BOI,MDW,53
BOI,MIA,174
BOI,MSP,232778
BOI,MTJ,134
BOI,OAK,162771
BOI,OKC,183
BOI,ONT,182
BOI,ORD,91488
BOI,PDX,224861
BOI,PHX,362183
BOI,PIH,169
BOI,PNS,173
BOI,PSC,248
BOI,PSP,2100
BOI,PUW,16026
BOI,RDM,239
BOI,RFD,240
BOI,RNO,419
BOI,RST,306
BOI,SAN,113879
BOI,SAV,342
BOI,SEA,747697
BOI,SFO,201990
BOI,SJC,122284
BOI,SLC,363112
BOI,SLN,120
BOI,SMF,222485
BOI,SNA,62768
BOI,STL,113
BOI,STS,14703
BOI,SUN,225
BOI,TPA,150
BOI,TUL,172
BOI,TWF,67
BOI,VNY,8
BOS,BQN,264
BOS,BTR,141
BOS,BTV,98
BOS,BUF,161973
BOS,BWI,918337
BOS,BZN,22081
BOS,CAE,290
BOS,CHA,133
BOS,CHS,257734
BOS,CLE,243766
BOS,CLT,1221015
BOS,CMH,216558
BOS,COS,497
BOS,CPS,132
BOS,CTH,26
BOS,CVG,244230
BOS,DAL,13269
BOS,DAY,8
BOS,DCA,1560059
BOS,DEN,1165365
BOS,DFW,1141099
BOS,DSM,226
BOS,DTW,735640
BOS,ECP,1636
BOS,ELP,169
BOS,ESN,2
BOS,EWR,906538
BOS,EYW,34031
BOS,FAY,114
BOS,FID,8
BOS,FLL,943593
BOS,FOK,15
BOS,FRG,5
BOS,GNV,187
BOS,GON,8
BOS,GRR,25791
BOS,GSO,70
BOS,HDN,6426
BOS,HHH,2253
BOS,HLM,3
BOS,HLN,148
BOS,HNL,116561
BOS,HOU,137
BOS,HPN,782
BOS,HSV,107
BOS,HTO,82
BOS,HVN,1
BOS,HYA,7346
BOS,IAD,425742
BOS,IAH,559595
BOS,ICT,419
BOS,ILM,22798
BOS,IND,215033
BOS,ISP,92
BOS,JAX,238316
BOS,JFK,826887
BOS,LAS,478429
BOS,LAX,1276100
BOS,LBE,14
BOS,LCH,295
BOS,LEB,13182
BOS,LGA,1059435
BOS,LGB,130
BOS,LIT,325
BOS,MBS,84
BOS,MCI,106098
BOS,MCO,1482384
BOS,MDT,22768
BOS,MDW,409970
BOS,ME3,23
BOS,MEM,55795
BOS,MHT,835
BOS,MIA,1116679
BOS,MIV,8
BOS,MKC,173
BOS,MKE,126900
BOS,MLB,583
BOS,MMU,32
BOS,MOB,113
BOS,MSN,2214
BOS,MSP,718793
BOS,MSS,10662
BOS,MSY,228916
BOS,MTP,8
BOS,MVY,34845
BOS,MYR,194502
BOS,NHZ,4
BOS,NPT,3
BOS,OAK,186
BOS,OCE,1
BOS,OKC,1019
BOS,OMA,245
BOS,ONT,632
BOS,ORD,1689802
BOS,ORF,69552
BOS,ORH,330
BOS,OXC,12
BOS,PA3,6
BOS,PBI,527685
BOS,PDX,190246
BOS,PGD,184
BOS,PHL,1090841
BOS,PHX,696456
BOS,PIA,85
BOS,PIE,258
BOS,PIT,330482
BOS,PNS,125
BOS,PQI,13325
BOS,PSF,5
BOS,PTK,141
BOS,PUB,136
BOS,PVC,13045
BOS,PVD,2998
BOS,PWM,1655
BOS,QMA,12
BOS,RDU,600409
BOS,RIC,250390
BOS,RKD,14463
BOS,ROC,53732
BOS,RST,152
BOS,RSW,611353
BOS,RUT,8882
BOS,SAN,456067
BOS,SAT,73404
BOS,SAV,125106
BOS,SBN,188
BOS,SCF,2
BOS,SDF,77033
BOS,SEA,803243
BOS,SFO,1337080
BOS,SJC,30342
BOS,SJU,635125
BOS,SLC,419477
BOS,SLK,6375
BOS,SLN,119
BOS,SMF,20651
BOS,SRQ,113869
BOS,STL,336730
BOS,STT,28090
BOS,SVH,1
BOS,SYR,81585
BOS,TEB,122
BOS,TLH,496
BOS,TPA,759993
BOS,TUL,144
BOS,TUS,122
BOS,TVC,12682
BOS,TYS,36344
BOS,VGC,13
BOS,VPS,7789
BOS,VWK,12
BOW,BQK,5
BOW,MIA,16
BOW,PBI,6
BOW,PWK,19
BOW,SSI,8
BPT,BTR,24
BPT,DFW,66552
BPT,IAH,37
BPT,LCH,60
BQK,BWI,331
BQK,HOU,1
BQK,PDK,12
BQK,PSC,2
BQK,SAV,51
BQK,VNY,2
BQN,BWI,171
BQN,DCA,222
BQN,EWR,112448
BQN,FLL,91049
BQN,HRL,79
BQN,JFK,179016
BQN,MCO,295005
BQN,MFE,78
BQN,MIA,60
BQN,RSW,103
BQN,SJU,2034
BQN,STT,144
BQN,TPA,43147
BRD,IFP,2148
BRD,MSP,29443
BRL,ORD,5104
BRL,STL,2489
BRL,UIN,3
BRO,BUR,5909
BRO,CRP,64
BRO,DFW,173703
BRO,HRL,84
BRO,IAH,127525
BRO,LAS,973
BRO,LAX,2383
BRO,LRD,70
BRO,MCO,10435
BRO,MFE,139
BRO,MIA,67
BRO,PHX,24
BRO,PVU,57
BRO,SAT,276
BRO,SVC,22
BRO,USA,32
BRW,BTI,193
BRW,FAI,58
BRW,LNI,2
BRW,NUI,4041
BRW,PHO,373
BRW,PIZ,2743
BRW,SCC,187
BTI,CIK,5
BTI,CXF,17
BTI,FAI,2331
BTI,FYU,5
BTI,KBC,2
BTI,NUI,31
BTI,PIZ,9
BTI,SCC,1665
BTI,VEE,11
BTI,VIK,8
BTM,IDA,29
BTM,PGA,4
BTM,SLC,31771
BTP,HPN,12
BTP,MMU,12
BTP,SCE,6
BTR,BWI,106
BTR,CAE,688
BTR,CHA,75
BTR,CHS,101
BTR,CLL,757
BTR,CLT,112868
BTR,COU,226
BTR,CSG,212
BTR,DAL,132
BTR,DCA,30622
BTR,DFW,238339
BTR,ECP,62
BTR,EUG,57
BTR,FRG,1
BTR,GGG,60
BTR,GJT,351
BTR,GNV,788
BTR,GPT,62
BTR,GSP,188
BTR,GTR,213
BTR,HRL,185
BTR,IAH,186894
BTR,IFP,131
BTR,ILM,59
BTR,JAN,104
BTR,JAX,136
BTR,LAS,3161
BTR,LAX,576
BTR,LBB,69
BTR,LEX,410
BTR,LFT,108
BTR,LGA,112
BTR,LIT,8
BTR,LWB,298
BTR,MCN,45
BTR,MDW,7
BTR,MEM,237
BTR,MHK,110
BTR,MIA,1
BTR,MKE,166
BTR,MLU,75
BTR,MOB,141
BTR,MOD,12
BTR,MQY,213
BTR,MSY,770
BTR,MYR,73
BTR,OKC,709
BTR,OPF,5
BTR,ORF,117
BTR,PNS,65
BTR,PVD,52
BTR,RDU,165
BTR,RNO,525
BTR,RSW,151
BTR,SDF,219
BTR,SFB,282
BTR,SHV,89
BTR,SJC,53
BTR,TCL,577
BTR,TLH,214
BTR,TPA,310
BTR,TUP,508
BTR,TYS,388
BTR,XNA,1374
BTT,CXF,151
BTT,DCK,9
BTT,FAI,3909
BTT,GAL,3
BTT,HUS,17
BTT,LNI,5
BTT,MTX,3
BTT,OBU,12
BTT,PPC,23
BTT,SCC,5
BTT,SHG,7
BTT,UMT,9
BTV,CLT,98648
BTV,CON,5
BTV,COS,147
BTV,COU,76
BTV,CVG,150
BTV,DCA,173418
BTV,DEN,44315
BTV,DFW,5426
BTV,DSM,110
BTV,DTW,45915
BTV,EWR,133699
BTV,FRG,3
BTV,FSD,123
BTV,GSO,62
BTV,HPN,142
BTV,HTO,4
BTV,HYA,13
BTV,IAD,124269
BTV,ILG,7
BTV,JFK,78686
BTV,LAN,3
BTV,LGA,111709
BTV,LNS,4
BTV,MCI,146
BTV,MCO,19704
BTV,MDT,55
BTV,MHT,121
BTV,MRY,2
BTV,MSP,33020
BTV,MTP,4
BTV,MVY,23
BTV,OGS,18
BTV,ORD,192102
BTV,OWD,4
BTV,PA5,8
BTV,PHL,148426
BTV,PQI,46
BTV,PSM,2
BTV,PVD,131
BTV,RDU,12276
BTV,RKD,2
BTV,ROA,50
BTV,ROC,189
BTV,RSW,4187
BTV,SDF,44
BTV,SFB,138
BTV,SWF,6
BTV,SYR,192
BTV,TEB,62
BTV,TPA,19710
BTV,TRI,67
BTV,VWK,8
BTV,ZXU,15
BUF,BWI,426715
BUF,BZN,226
BUF,CLE,680
BUF,CLT,377780
BUF,CMH,204
BUF,CMI,123
BUF,COU,340
BUF,CPS,55
BUF,DAL,2958
BUF,DCA,134453
BUF,DEN,126103
BUF,DFW,145878
BUF,DTW,229259
BUF,ELM,34
BUF,ERI,279
BUF,EWR,154838
BUF,FLL,142691
BUF,FME,4
BUF,FQI,1
BUF,FRG,41
BUF,GRB,128
BUF,GSP,118
BUF,HNL,10
BUF,HOU,341
BUF,HPN,194
BUF,HTO,3
BUF,IAD,129197
BUF,IAH,618
BUF,ICT,165
BUF,IFP,439
BUF,IND,972
BUF,JAX,314
BUF,JFK,482747
BUF,LAS,104888
BUF,LAX,63430
BUF,LCK,305
BUF,LEB,2
BUF,LGA,244651
BUF,LNS,4
BUF,MCI,1460
BUF,MCO,483428
BUF,MDT,4256
BUF,MDW,217556
BUF,MEM,169
BUF,MHT,59
BUF,MIA,4386
BUF,MKE,488
BUF,MMU,14
BUF,MSP,51683
BUF,ORD,361199
BUF,PBI,6978
BUF,PGV,15
BUF,PHF,114
BUF,PHL,128434
BUF,PHX,52597
BUF,PIT,1157
BUF,PVD,331
BUF,PWM,68
BUF,RDU,29575
BUF,RFD,294
BUF,RIC,235
BUF,ROC,1000
BUF,RSW,40224
BUF,SEA,863
BUF,SFO,490
BUF,SJC,182
BUF,SLC,52
BUF,SLK,10
BUF,SNA,48
BUF,SRQ,9728
BUF,STL,77
BUF,SYR,245
BUF,TEB,29
BUF,TN8,12
BUF,TPA,211131
BUF,USA,34
BUF,YIP,284
BUR,BZN,7770
BUR,CCR,10081
BUR,COS,7743
BUR,CRP,135
BUR,CVG,63
BUR,DAL,105408
BUR,DEN,459477
BUR,DFW,217223
BUR,DTW,12
BUR,EGE,20
BUR,ELP,346
BUR,EUG,73954
BUR,EWR,270
BUR,FCA,14581
BUR,GEG,100
BUR,HNL,1
BUR,HOU,67672
BUR,HPN,135
BUR,HSH,2
BUR,HYA,7
BUR,IAD,7
BUR,IAH,267
BUR,ICT,240
BUR,JFK,70084
BUR,LAS,1037012
BUR,LAX,2386
BUR,LVK,12
BUR,MAF,273
BUR,MCI,34812
BUR,MCO,4
BUR,MDW,69106
BUR,MFR,22934
BUR,MKC,2
BUR,MRY,1593
BUR,MSY,39862
BUR,MVY,14
BUR,NEW,3
BUR,NUQ,4
BUR,OAK,709862
BUR,OGG,4
BUR,OKC,276
BUR,ONT,2335
BUR,PDK,2
BUR,PDX,280250
BUR,PHX,619969
BUR,PIE,4
BUR,PIT,2
BUR,PRB,1
BUR,PRC,1
BUR,PSC,33448
BUR,PSP,336
BUR,PVD,9
BUR,PVU,14
BUR,RAP,118
BUR,RDD,15361
BUR,RDM,48847
BUR,RNO,92135
BUR,SAF,31
BUR,SAN,489
BUR,SAT,35351
BUR,SBA,33
BUR,SBP,70
BUR,SCF,23282
BUR,SEA,422168
BUR,SFO,459501
BUR,SJC,431947
BUR,SLC,195729
BUR,SLE,29930
BUR,SMF,515293
BUR,SNA,124
BUR,SPS,147
BUR,STL,49309
BUR,STS,100852
BUR,TEB,60
BUR,TKF,3
BUR,TN8,5
BUR,TSM,1552
BUR,TTN,3
BUR,TUL,248
BUR,TUS,2
BUR,TWF,99
BVU,MRI,1696
BVU,TYE,173
BVY,CT1,19
BVY,HPN,2
BVY,HTO,10
BVY,MVY,6
BVY,SWF,14
BVY,TEB,2
BWG,CLL,309
BWG,ELP,312
BWG,LYH,326
BWG,MLU,155
BWG,PBI,546
BWG,TOL,318
BWG,YIP,92
BWI,CAE,783
BWI,CAK,68
BWI,CHS,299134
BWI,CID,579
BWI,CKB,357
BWI,CLE,239780
BWI,CLT,875470
BWI,CMH,266199
BWI,CMI,324
BWI,CON,1
BWI,COS,51202
BWI,CRP,405
BWI,CVG,167649
BWI,DAL,486752
BWI,DAY,151
BWI,DCA,3830
BWI,DEN,910112
BWI,DFW,483489
BWI,DLH,178
BWI,DPA,8
BWI,DTW,486513
BWI,ECP,13562
BWI,EUG,439
BWI,EWR,3473
BWI,EYW,67
BWI,FAR,1389
BWI,FAT,810
BWI,FAY,59
BWI,FLL,979974
BWI,FNL,366
BWI,FNT,354
BWI,FRG,12
BWI,FWA,69
BWI,GPT,1594
BWI,GRK,245
BWI,GRR,92676
BWI,GSB,80
BWI,GSO,314
BWI,GSP,123992
BWI,HOU,387860
BWI,HPN,285
BWI,HSV,61
BWI,HTO,15
BWI,HVN,21934
BWI,IAD,3977
BWI,IAG,291
BWI,IAH,380124
BWI,ICT,1663
BWI,IFP,103
BWI,ILM,13989
BWI,IND,288312
BWI,ISP,298895
BWI,JAC,6
BWI,JAN,62811
BWI,JAX,339543
BWI,JFK,69974
BWI,LAF,198
BWI,LAL,528
BWI,LAN,496
BWI,LAS,608580
BWI,LAX,583862
BWI,LBB,373
BWI,LBE,6
BWI,LCK,259
BWI,LGA,10844
BWI,LGB,68
BWI,LIT,449
BWI,LNK,266
BWI,LUK,7
BWI,MCI,200050
BWI,MCN,26874
BWI,MCO,1434265
BWI,MDT,136
BWI,MDW,499339
BWI,MEM,61011
BWI,MHT,391858
BWI,MIA,620502
BWI,MKC,381
BWI,MKE,215487
BWI,MMU,18
BWI,MSN,140
BWI,MSP,423777
BWI,MSY,290163
BWI,MTJ,148
BWI,MVY,79
BWI,MYR,290884
BWI,N1Y,3
BWI,OAK,90565
BWI,OKC,481
BWI,ONT,600
BWI,ORD,579162
BWI,ORF,369390
BWI,OSU,3
BWI,PBI,323334
BWI,PDK,17
BWI,PDX,35742
BWI,PGD,6350
BWI,PGV,252
