origin_iata,dest_iata,annual_pax
ILG,JST,1
ILG,LAL,4142
ILG,LEX,272
ILG,MCO,58555
ILG,MDW,99
ILG,MGW,4
ILG,MLI,21
ILG,MSY,358
ILG,MYR,14385
ILG,ORL,10
ILG,PBI,13892
ILG,RDU,292
ILG,RSW,30411
ILG,SCE,4
ILG,SJU,27079
ILG,SRQ,10768
ILG,SWF,2
ILG,TEB,6
ILG,TPA,33633
ILG,USA,3713
ILI,KGK,19
ILI,KKI,16
ILI,KLL,4
ILI,KNK,1345
ILI,KNW,84
ILI,KVC,36
ILI,LVD,7
ILI,NLG,9
ILI,NNL,376
ILI,PDB,108
ILI,PML,8
ILI,PTA,116
ILI,QQB,8
ILM,JAX,167
ILM,JFK,128
ILM,LGA,185452
ILM,MCO,27447
ILM,MDT,98
ILM,MEM,266
ILM,MIA,17376
ILM,MSP,17092
ILM,MYR,271
ILM,OAJ,74
ILM,ORD,19148
ILM,PGV,86
ILM,PHL,90843
ILM,PIT,57
ILM,PVD,207
ILM,RDU,1011
ILM,RIC,30
ILM,RST,81
ILM,RSW,3414
ILM,SAV,116
ILM,SFO,161
ILM,SPS,142
ILM,TPA,26214
IMT,MKE,20
IMT,MSP,17051
IN2,ISM,54
IN6,SGU,7
IN6,SNA,8
IND,JAC,118
IND,JAX,26833
IND,JFK,233142
IND,LAN,143
IND,LAS,448165
IND,LAX,176915
IND,LEX,87
IND,LFT,52
IND,LGA,312551
IND,LGB,491
IND,LGU,95
IND,LIT,239
IND,LSE,142
IND,MCI,91250
IND,MCO,656089
IND,MDT,233
IND,MDW,9904
IND,MEM,583
IND,MHT,173
IND,MIA,190565
IND,MKC,236
IND,MKE,1491
IND,MLI,172
IND,MLU,66
IND,MOT,99
IND,MRY,351
IND,MSN,87
IND,MSP,336496
IND,MSY,5789
IND,MYR,8698
IND,OGD,95
IND,OKC,1434
IND,OMA,468
IND,ONT,105
IND,ORD,585990
IND,ORF,631
IND,OXR,1
IND,PBI,4420
IND,PDX,1535
IND,PGD,68630
IND,PHL,255151
IND,PHX,423244
IND,PIA,80
IND,PIE,70957
IND,PIT,1289
IND,PSP,307
IND,PTK,53
IND,PVD,724
IND,PVU,159
IND,PWM,78
IND,RDU,17805
IND,RIC,386
IND,RNO,340
IND,ROC,168
IND,RSW,239548
IND,SAN,22587
IND,SAT,712
IND,SAV,9074
IND,SCE,571
IND,SDF,1011
IND,SEA,160964
IND,SFB,65225
IND,SFO,104645
IND,SGF,162
IND,SHD,319
IND,SJC,158
IND,SJU,990
IND,SLC,84178
IND,SMF,140
IND,SNA,573
IND,SRQ,83335
IND,STL,2007
IND,SYI,11
IND,SYR,198
IND,TEB,28
IND,TLH,43
IND,TN8,24
IND,TPA,261006
IND,TUL,416
IND,TUS,359
IND,TYS,47
IND,UGN,6
IND,USA,344
IND,VPS,23796
IND,XNA,99
INL,MSP,28451
INS,NZY,39
INT,MCO,250
INT,MIA,191
INT,MSP,74
INT,PHL,59
INT,PIT,207
INT,RDU,76
INT,SBN,155
INT,SDF,108
INT,SYR,197
INT,TLH,90
INT,VNY,2
IPL,LAX,4978
IPL,PHX,2395
IPL,SAN,10
IPL,SJC,11
IPT,ONT,49
IPT,PTK,61
IRK,MQY,3
IRK,MWA,2
IRK,ORD,11015
IRK,PIA,25
ISM,SUA,6
ISM,TEB,4
ISP,LGA,260
ISP,LNK,357
ISP,LNS,4
ISP,MCO,382786
ISP,MDW,178
ISP,MIA,4348
ISP,MVY,2
ISP,MYR,50916
ISP,ORF,19495
ISP,PBI,249466
ISP,PHF,275
ISP,PIT,129
ISP,PVC,8
ISP,PWM,3508
ISP,RDU,24246
ISP,RIC,4158
ISP,RSW,46386
ISP,SHD,2
ISP,SRQ,2411
ISP,TPA,135516
ISP,VRB,15780
ITH,JFK,79848
ITH,LAS,45
ITH,LGA,2
ITH,MTP,4
ITH,PHL,2
ITH,RDU,2
ITH,SDF,64
ITH,SYR,31
ITH,TEB,21
ITH,TVC,10
ITH,VNY,7
ITH,WST,4
ITO,LNY,17
ITO,OGG,63498
IWD,MSP,4846
IWD,ORD,9096
JAC,LAX,52147
JAC,MCI,127
JAC,MDW,4
JAC,MKE,106
JAC,MSN,115
JAC,MSP,4627
JAC,OAK,4
JAC,OKC,238
JAC,ORD,149078
JAC,PDK,14
JAC,PHX,9
JAC,PIH,87
JAC,PSP,91
JAC,RIL,2
JAC,SAN,2500
JAC,SAT,10
JAC,SBA,8
JAC,SCF,6
JAC,SEA,16938
JAC,SFO,50471
JAC,SJC,17
JAC,SLC,203641
JAC,STL,148
JAC,T4X,1
JAC,TEB,8
JAC,TWF,119
JAC,VNY,32
JAC,YKM,5
JAN,LAS,139
JAN,LAX,269
JAN,LFT,134
JAN,LGA,287
JAN,LIT,276
JAN,MCI,140
JAN,MCO,6861
JAN,MEM,344
JAN,MGM,142
JAN,MIA,278
JAN,MLU,316
JAN,MOB,38
JAN,MSY,1139
JAN,ORD,121
JAN,PHL,70
JAN,PIT,42
JAN,PNS,163
JAN,SAT,233
JAN,SDF,1
JAN,SFB,289
JAN,SHV,50
JAN,THA,5
JAN,TPA,1
JAX,JFK,362728
JAX,LAS,23589
JAX,LAX,25172
JAX,LEE,3
JAX,LEX,15
JAX,LGA,159239
JAX,LIT,167
JAX,MCI,519
JAX,MCO,12430
JAX,MDT,14057
JAX,MDW,104473
JAX,MEM,345
JAX,MGR,1
JAX,MIA,329567
JAX,MKE,574
JAX,MQY,2
JAX,MSN,260
JAX,MSP,111549
JAX,MSY,9970
JAX,MTH,7
JAX,MTJ,162
JAX,MYR,392
JAX,OKC,358
JAX,OPF,12
JAX,ORD,294736
JAX,ORF,48698
JAX,PBG,118
JAX,PBI,299
JAX,PHL,344195
JAX,PHX,92288
JAX,PIE,149
JAX,PIT,36726
JAX,PNS,278
JAX,PVD,33948
JAX,PVU,124
JAX,RDU,5866
JAX,RIC,5999
JAX,RSW,515
JAX,SAN,7737
JAX,SAT,124
JAX,SAV,1121
JAX,SCE,11
JAX,SDF,123
JAX,SEA,645
JAX,SFO,273
JAX,SJU,61812
JAX,SLC,142
JAX,SPI,72
JAX,SRQ,541
JAX,STL,93686
JAX,SUA,8
JAX,TEB,41
JAX,TLH,319
JAX,TN8,12
JAX,TPA,7305
JAX,TUP,73
JAX,TYS,14191
JAX,VNY,9
JAX,VPS,589
JAX,VRB,4
JBR,STL,2592
JFK,LAS,1019454
JFK,LAX,2784798
JFK,LEX,69
JFK,LGA,7179
JFK,LGB,65
JFK,LIT,328
JFK,LNK,378
JFK,LNS,2
JFK,MCI,92143
JFK,MCO,1392745
JFK,MD1,2
JFK,MDT,580
JFK,MDW,288
JFK,MEM,87
JFK,MIA,1644225
JFK,MKC,193
JFK,MKE,119598
JFK,MLB,144
JFK,MOB,116
JFK,MSN,73
JFK,MSP,275715
JFK,MSV,3
JFK,MSY,272735
JFK,MVY,41621
JFK,MYR,239
JFK,N1Y,12
JFK,N4Y,1
JFK,NY7,2
JFK,NYS,2
JFK,OAK,155
JFK,OCE,10
JFK,OKC,569
JFK,OMA,347
JFK,ONT,89834
JFK,ORD,502842
JFK,ORF,167399
JFK,ORH,14590
JFK,OWD,4
JFK,PA5,6
JFK,PBI,555012
JFK,PDX,286688
JFK,PHL,6072
JFK,PHX,849088
JFK,PIE,67
JFK,PIT,189071
JFK,PSC,185
JFK,PSE,68704
JFK,PSF,1
JFK,PSM,4
JFK,PSP,52963
JFK,PUB,189
JFK,PVD,177
JFK,PWM,143087
JFK,RAP,113
JFK,RDU,582751
JFK,RIC,82569
JFK,RNO,28234
JFK,ROC,270899
JFK,RSW,335563
JFK,SAN,738012
JFK,SAT,149936
JFK,SAV,236884
JFK,SDF,499
JFK,SEA,930451
JFK,SFO,1786070
JFK,SHV,95
JFK,SJC,7474
JFK,SJU,1172719
JFK,SLC,618337
JFK,SLK,2920
JFK,SLN,143
JFK,SMF,101023
JFK,SNA,63124
JFK,SPS,326
JFK,SRQ,86167
JFK,STL,410
JFK,STT,148978
JFK,SWF,154
JFK,SYR,216905
JFK,TLH,820
JFK,TPA,629359
JFK,TTN,8
JFK,TUL,724
JFK,TUS,494
JFK,TYS,225
JFK,VWK,22
JGG,JHW,6
JHM,KOA,13
JHM,LNY,19
JHM,MKK,25
JHM,OGG,2
JHW,LGA,22
JHW,MVY,7
JLN,ORD,14665
JNU,KAE,4680
JNU,KLW,2405
JNU,KTN,37833
JNU,PBK,694
JNU,PEC,1869
JNU,PSG,55436
JNU,PTD,6
JNU,SEA,367233
JNU,SGY,8176
JNU,SIT,117919
JNU,TKE,1209
JNU,WRG,351
JNU,YAK,28065
JRA,MMU,2
JRA,N4Y,41
JRA,NJ1,5
JRA,PHL,24
JRA,TEB,87
JRB,PA8,4
JRF,KOA,3
JRV,PR1,4
JRV,SIG,198
JRV,STX,4
JRV,VQS,29289
JST,ORD,17128
JZI,LAX,4
JZI,MCN,1
JZI,SUA,8
JZI,VJI,7
JZQ,OPF,8
JZQ,PBI,8
JZQ,TLH,12
JZT,MKC,16
JZT,SAT,13
JZT,TN8,11
JZU,RDU,1
KAE,KLW,47
KAE,KTN,443
KAE,SGY,3
KAE,SIT,1995
KAL,KGX,17
KAL,KYU,63
KAL,MCG,5
KAL,NUL,412
KAL,RBY,28
KAL,TAL,4
KAL,UNK,7
KBC,MLY,1
KBC,SVS,4
KBC,VEE,3
KBC,WBQ,4
KCC,KTN,6
KCC,PPV,10
KCC,WFB,104
KCC,WMK,1
KCC,WWP,8
KCG,KCL,160
KCG,KCQ,74
KCG,KPV,87
KCG,PIP,3
KCG,PTH,53
KCL,KCQ,169
KCL,KPV,82
KCL,PIP,1
KCL,PTH,54
KCQ,KLN,2
KCQ,KPV,224
KCQ,PIP,6
KCQ,PTH,207
KEB,PGM,1619
KEB,SOV,632
KEH,LKE,5045
KEH,LPS,222
KEH,PUL,6
KEH,RCE,1529
KEH,RNT,6
KEH,RSJ,362
KEH,SHN,10
KEH,TIW,16
KEH,TWD,10
KEH,VWO,12
KEH,WSX,134
KEK,KGK,403
KEK,KLL,6
KEK,KNW,588
KEK,TOG,4
KFP,KVC,5
KFP,NLG,4
KGK,KLL,2
KGK,KNK,4
KGK,KNW,880
KGK,WSN,3
KGX,KLG,8
KGX,LMA,7
KGX,MCG,75
KGX,MLL,3
KGX,RSH,14
KGX,SHX,276
KGX,SLQ,6
KGX,SRV,9
KGX,TCT,15
KGX,TLT,2
KGX,UNK,6
KKA,KSM,7
KKA,KTS,9
KKA,OME,2910
KKA,SHH,58
KKA,SKK,2555
KKA,SMK,15
KKA,TLA,9
KKA,UNK,444
KKA,WAA,12
KKA,WBB,14
KKA,WMO,194
KKA,ZXF,2
KKB,KOZ,9
KKB,KPR,1
KKB,SYB,39
KKH,KLG,6
KKH,KPN,231
KKH,KUK,29
KKH,KWK,1163
KKH,KWN,62
KKH,KWT,32
KKH,MLL,3
KKH,NME,36
KKH,NNK,4
KKH,OOK,15
KKH,PKA,19
KKH,PQS,1
KKH,PTU,12
KKH,WNA,7
KKH,WTL,536
KKH,WWT,19
KKI,KLG,154
KKI,KOT,3
KKI,KPN,3
KKI,KSM,14
KKI,KUK,42
KKI,KWT,1256
KKI,MLL,17
KKI,MOU,3
KKI,NUP,34
KKI,PKA,6
KKI,PQS,6
KKI,RSH,8
KKI,SCM,36
KKI,TLT,387
KKI,WNA,7
KKI,WTL,23
KKI,WWT,1
KKL,KLN,18
KLG,KSM,5
KLG,KWT,43
KLG,MCG,7
KLG,MLL,3
KLG,RSH,328
KLG,SHX,3
KLG,SLQ,3
KLG,TLT,241
KLG,WNA,2
KLL,KNW,5
KLL,WSN,17
KLN,KOZ,6
KLN,KYK,6
KLN,NNK,4
KLN,OLH,2
KLN,ORI,1
KLW,KTN,27807
KLW,SIT,2757
KMO,KNW,26
KMO,KWK,4
KMO,NME,8
KMO,TOG,34
KMO,TWA,17
KMY,KOY,23
KNK,NNL,24
KNK,PDB,5
KNK,PTA,11
KNK,WWA,14
KNW,KVC,18
KNW,SDP,27
KNW,TOG,34
KNW,WSN,3
KOA,LAS,110382
KOA,LAX,557332
KOA,LIH,70014
KOA,LNY,232
KOA,MKK,46
KOA,MRY,12
KOA,MUE,242
KOA,NUQ,7
KOA,OAK,126318
KOA,OGG,295129
KOA,OMA,5
KOA,ONT,227
KOA,ORD,7194
KOA,PDX,90313
KOA,PHX,133578
KOA,PSP,21
KOA,SAN,94054
KOA,SEA,415224
KOA,SFO,276200
KOA,SJC,88192
KOA,SMF,24889
KOA,SUN,2
KOA,TRM,4
KOA,TWF,2
KOA,VNY,46
KOT,KSM,198
KOT,MLL,27
KOT,MOU,190
KOT,OME,4
KOT,PKA,2
KOT,PQS,96
KOT,RSH,33
KOT,SCM,44
KOT,SMK,12
KOT,SXP,339
KOT,UNK,10
KOT,VAK,1
KOT,WBB,23
KOT,WWT,5
KOZ,OLH,9
KOZ,ORI,71
KPB,PPV,7
KPB,WFB,9
KPC,OME,4
KPN,KUK,69
KPN,KWK,349
KPN,KWN,40
KPN,KWT,16
KPN,MYU,30
KPN,NME,60
KPN,NUP,5
KPN,OOK,25
KPN,PKA,3
KPN,PTU,2
KPN,TNK,4
KPN,WNA,17
KPN,WTL,223
KPN,WWT,33
KPR,SYB,18
KPV,PIP,5
KPV,PTH,156
KPY,KWP,18
KPY,UGI,34
KSM,KWN,2
KSM,MLL,247
KSM,MOU,2697
KSM,NUP,9
KSM,OME,24
KSM,OOK,1
KSM,PKA,1
KSM,PQS,591
KSM,RBY,16
KSM,RSH,147
KSM,SCM,204
KSM,SHX,1
KSM,SKK,9
KSM,SXP,45
KSM,UNK,47
KSM,VAK,56
KSM,WAA,4
KTB,WFB,464
KTB,WMK,4
KTN,LGB,145
KTN,PAE,154
KTN,PSG,318
KTN,SEA,273540
KTN,SIT,71545
KTN,WRG,60040
KTN,YAK,11
KTS,LSR,12
KTS,OME,3293
KTS,OTZ,8
KTS,SHH,403
KTS,SKK,18
KTS,SMK,4
KTS,SVA,4
KTS,TLA,2020
KTS,TNC,5
KTS,UNK,67
KTS,WAA,168
KUK,KWK,8
KUK,KWT,78
KUK,MLL,17
KUK,MOU,7
KUK,NME,99
KUK,NUP,1737
KUK,OOK,32
KUK,PKA,25
KUK,PQS,6
KUK,PTU,2
KUK,RSH,2
KUK,SCM,4
KUK,SXP,3
KUK,VAK,9
KUK,WNA,17
KUK,WTL,20
KUK,WWT,32
KVC,MCG,4
KVC,PML,1
KVL,LUR,2
KVL,ORV,46
KVL,OTZ,4908
KVL,PHO,1079
KVL,RDB,953
KVL,SHG,23
KVL,WBB,2
KVL,WLK,55
KVL,WTK,1468
KWK,KWN,84
KWK,KWT,18
KWK,NME,34
KWK,OOK,24
KWK,PKA,45
KWK,PTU,2
KWK,WNA,15
KWK,WTL,228
KWN,KWT,58
KWN,MCG,4
KWN,NME,17
KWN,NUP,3
KWN,PKA,6
KWN,PTU,83
KWN,TOG,1
KWN,WNA,3
KWN,WTL,233
KWP,KZB,3
KWP,UGI,59
KWT,MCG,11
KWT,MLL,8
KWT,MYU,8
KWT,NME,17
KWT,NUP,123
KWT,OOK,10
KWT,PKA,121
KWT,PQS,10
KWT,RSH,11
KWT,SCM,35
KWT,SLQ,1
KWT,SRV,1
KWT,TLT,203
KWT,TNK,1
KWT,WNA,30
KWT,WTL,51
KWT,WWT,9
KXA,WFB,2
KYK,OLH,1
KYK,ORI,2
KYU,NUL,1211
KYU,RBY,28
KYU,TAL,2
L41,PGA,53
LAF,LAN,311
LAF,LAS,6
LAF,LNK,455
LAF,M91,14
LAF,MEM,2
LAF,MKE,119
LAF,MSN,500
LAF,MSP,542
LAF,OMA,114
LAF,ORD,6086
LAF,PHX,319
LAF,SAN,88
LAF,SCE,569
LAF,TCL,111
LAF,TN8,11
LAF,YIP,98
LAL,MHT,4967
LAL,PBI,159
LAL,ROC,5405
LAL,SJU,6403
LAL,USA,4194
LAN,LNK,183
LAN,MCO,11875
LAN,MIA,320
LAN,MQT,151
LAN,MSN,273
LAN,MSP,935
LAN,OAK,219
LAN,ORD,69622
LAN,PBI,303
LAN,PHX,66
LAN,RDU,37
LAN,RSW,4858
LAN,SAN,292
LAN,SAT,81
LAN,SCE,300
LAN,SFO,2
LAN,STL,177
LAN,STT,77
LAR,LGU,347
LAR,LWS,151
LAR,MEM,17
LAR,PHX,263
LAR,PUW,406
LAR,PVU,166
LAR,SAN,317
LAR,SJC,285
LAS,LAX,2758793
LAS,LBB,84477
LAS,LEX,24412
LAS,LFT,358
LAS,LGA,1569
LAS,LGB,532779
LAS,LGU,316
LAS,LIH,104995
LAS,LIT,88190
LAS,LRD,28509
LAS,MAF,82712
LAS,MCC,8
LAS,MCE,4243
LAS,MCI,540019
LAS,MCO,425079
LAS,MDT,179
LAS,MDW,890050
LAS,MEM,175084
LAS,MFE,96517
LAS,MFR,40009
LAS,MIA,502833
LAS,MKC,348
LAS,MKE,374283
LAS,MLI,29939
LAS,MOB,152
LAS,MOT,33626
LAS,MRY,25944
LAS,MSN,293
LAS,MSO,28663
LAS,MSP,1132203
LAS,MSY,287492
LAS,MVW,2
LAS,NUQ,2
LAS,OAK,1250275
LAS,OGG,261212
LAS,OKC,294732
LAS,OMA,289111
LAS,ONT,667981
LAS,OPF,18
LAS,ORD,1622126
LAS,ORF,24553
LAS,PAE,84126
LAS,PBI,142
LAS,PDK,13
LAS,PDX,1050014
LAS,PGA,8
LAS,PHL,528310
LAS,PHX,1761385
LAS,PIA,31967
LAS,PIT,269449
LAS,PNS,155
LAS,PSC,33915
LAS,PSP,163716
LAS,PVD,59
LAS,PVU,21419
LAS,PWK,15
LAS,RAC,16
LAS,RAP,31075
LAS,RDM,29774
LAS,RDU,124998
LAS,RFD,29509
LAS,RIC,75334
LAS,RNO,1008927
LAS,ROC,13655
LAS,RST,344
LAS,RSW,23123
LAS,SAF,1
LAS,SAN,1568488
LAS,SAT,637074
LAS,SBA,183367
LAS,SBD,1251
LAS,SBN,30016
LAS,SBP,17332
LAS,SCF,28618
LAS,SCK,94193
LAS,SDF,137195
LAS,SEA,1902186
LAS,SFB,6160
LAS,SFO,1593097
LAS,SGF,32585
LAS,SGU,42
LAS,SHV,29605
LAS,SJC,1109797
LAS,SJU,4
LAS,SLC,1191397
LAS,SLE,20868
LAS,SLN,54
LAS,SMF,1384356
LAS,SMX,25695
LAS,SNA,937925
LAS,STL,556668
LAS,STS,53488
LAS,SWF,100
LAS,SYR,24497
LAS,TCL,165
LAS,TEB,73
LAS,TEX,5
LAS,TN8,22
LAS,TOL,65
LAS,TPA,279356
LAS,TRM,19
LAS,TSM,78
LAS,TTN,12
LAS,TUL,177554
LAS,TUS,297525
LAS,TVC,41
LAS,TYS,34125
LAS,VCV,408
LAS,VNY,210
LAS,VPS,22941
LAS,VRB,5
LAS,XNA,33506
LAS,XWA,7097
LAS,YIP,310
LAW,LBB,72
LAW,LIT,68
LAW,MFE,63
LAW,MHK,71
LAW,RAP,135
LAW,SDF,74
LAW,TUL,87
LAX,LBB,231
LAX,LGA,237
LAX,LGU,333
LAX,LIH,471651
LAX,LIT,7322
LAX,LNK,1102
LAX,LRD,4404
LAX,MAF,592
LAX,MCE,49
LAX,MCI,337437
LAX,MCO,977497
LAX,MDT,354
LAX,MDW,409441
LAX,MEM,98373
LAX,MFE,7291
LAX,MFR,57708
LAX,MHR,3
LAX,MIA,1221893
LAX,MKC,455
LAX,MKE,1527
LAX,MMH,109
LAX,MRY,82903
LAX,MSN,7284
LAX,MSO,10130
LAX,MSP,986477
LAX,MSY,469080
LAX,MTJ,3335
LAX,MYR,204
LAX,NEW,3
LAX,NUQ,2
LAX,OAK,750759
LAX,OGG,682576
LAX,OKC,93910
LAX,OMA,56293
LAX,ONT,3166
LAX,OPF,13
LAX,ORD,2348137
LAX,ORF,20516
LAX,PAE,79548
LAX,PBI,39309
LAX,PDX,1026449
LAX,PHL,855717
LAX,PHX,1632076
LAX,PIT,104455
LAX,PRC,23513
LAX,PSC,18725
LAX,PSP,21040
LAX,PVD,8118
LAX,PVU,1654
LAX,PWK,3
LAX,RAP,11128
LAX,RDD,39069
LAX,RDM,85357
LAX,RDU,219012
LAX,RFD,10633
LAX,RIC,34153
LAX,RIL,9
LAX,RNO,427296
LAX,ROC,451
LAX,RST,171
LAX,RSW,11857
LAX,SAN,242393
LAX,SAT,476477
LAX,SAV,17
LAX,SBA,65391
LAX,SBN,491
LAX,SBP,53919
LAX,SCE,353
LAX,SCF,30
LAX,SDF,36502
LAX,SEA,1971286
LAX,SFO,2737060
LAX,SGF,30017
LAX,SGU,7711
LAX,SHV,201
LAX,SJC,1052750
LAX,SLC,1242120
LAX,SLN,104
LAX,SMF,816737
LAX,SNA,5096
LAX,SPI,113
LAX,SRQ,164
LAX,STL,263103
LAX,STS,83867
LAX,SUN,22651
LAX,SWF,513
LAX,SYR,531
LAX,TCL,595
LAX,TCM,121
LAX,TEB,80
LAX,TKF,1
LAX,TLH,164
LAX,TPA,330223
LAX,TRM,9
LAX,TUL,77844
LAX,TUS,326326
LAX,TWF,169
LAX,UGN,18
LAX,UIN,5
LAX,VNY,10
LAX,XNA,76310
LAX,YIP,169
LBB,LGA,155
LBB,LGB,154
LBB,LUK,50
LBB,LWS,373
LBB,MAF,580
LBB,MCI,76
LBB,MCO,138
LBB,MDW,30
LBB,MEM,764
LBB,MHK,160
LBB,MKC,104
LBB,OAK,308
LBB,OKC,618
LBB,PHX,36447
LBB,PIA,61
LBB,PIT,248
LBB,PVU,378
LBB,RNO,533
LBB,SAT,173
LBB,SFB,61
LBB,SLC,268
LBB,SNA,184
LBB,SWO,305
LBB,TUL,149
LBB,TUS,385
LBE,MCO,89166
LBE,MYR,56342
LBE,PIT,448
LBE,SYR,9
LBE,VA4,3
LBF,SJC,6
LBF,SUS,8
LBL,SJC,12
LBL,VNY,2
LCH,MIA,76
LCH,MLU,9
LCH,MSY,76
LCH,SHV,57
LCH,SNA,147
LCI,LGA,9
LCI,MPV,5
LCI,MVY,5
LCI,NY7,3
LCI,TEB,42
LCI,TN8,36
LCK,MBS,316
LCK,MCO,426
LCK,MYR,28702
LCK,PGD,51246
LCK,PIE,43146
LCK,SAV,29119
LCK,SFB,43446
LCK,SRQ,34835
LCK,SYR,320
LCK,VPS,26843
LDJ,MTP,6
LEB,LGA,19
LEB,MA5,2
LEB,ME3,2
LEB,MMU,6
LEB,NY5,1
LEB,OGS,3
LEB,PA5,4
LEB,PCT,10
LEB,PVD,10
LEB,PWK,9
LEB,RKD,1
LEB,SYR,8
LEB,TEB,81
LEE,MIA,2
LEE,MLB,3
LEE,SYR,2
LEE,VNY,1
LEW,MTP,7
LEW,PHL,29
LEW,ROC,30
LEX,LGA,336
LEX,LIT,188
LEX,LNN,7
LEX,MAF,118
LEX,MGM,310
LEX,MIA,1550
LEX,MLI,32
LEX,MSN,49
LEX,MSP,360
LEX,MYR,5526
LEX,OKC,327
LEX,OMA,497
LEX,ORD,217780
LEX,ORF,22
LEX,OXC,8
LEX,PGD,46811
LEX,PHL,32529
LEX,PIB,310
LEX,PIE,53192
LEX,RDU,146
LEX,RIC,42
LEX,RSW,76
LEX,SAN,219
LEX,SAT,194
LEX,SDF,942
LEX,SFB,61122
LEX,SGU,402
LEX,SLC,309
LEX,SRQ,174
LEX,SWO,50
LEX,SYR,111
LEX,TCL,298
LEX,TRI,55
LEX,TUP,794
LEX,TYS,198
LEX,VPS,9179
LEX,XNA,401
LFI,LSV,63
LFI,RNO,48
LFT,LGA,284
LFT,LIT,48
LFT,MCI,46
LFT,MEM,270
LFT,MGM,355
LFT,MKE,71
LFT,MOB,73
LFT,MSP,124
LFT,MSY,97
LFT,MYR,445
LFT,OMA,32
LFT,PIT,68
LFT,PNS,110
LFT,SAV,106
LFT,SHV,59
LFT,STL,129
LFT,TUL,69
LGA,LIT,65412
LGA,MCI,317820
LGA,MCO,1543085
LGA,MDT,2336
LGA,MDW,661409
LGA,MEM,179467
LGA,MFE,206
LGA,MIA,1747270
LGA,MKC,143
LGA,MKE,152960
LGA,MLB,292
LGA,MSN,66291
LGA,MSP,593216
LGA,MSY,345595
LGA,MTP,15
LGA,MVY,45809
LGA,MYR,252882
LGA,NPT,191
LGA,NY1,2
LGA,OKC,122886
LGA,OMA,146042
LGA,OPF,33
LGA,ORD,2621954
LGA,ORF,187329
LGA,ORH,21657
LGA,OWD,3
LGA,PBI,812140
LGA,PHL,158557
LGA,PHX,502
LGA,PIT,374591
LGA,PNS,28691
LGA,PVD,43598
LGA,PWM,178725
LGA,RAP,146
LGA,RDU,640576
LGA,RFD,115
LGA,RIC,243821
LGA,ROA,55358
LGA,ROC,118324
LGA,RST,276
LGA,RSW,241987
LGA,SAT,937
LGA,SAV,130964
LGA,SBN,2531
LGA,SCF,4
LGA,SDF,171064
LGA,SDX,2
LGA,SGF,132
LGA,SHV,489
LGA,SLC,2890
LGA,SRQ,128814
LGA,STL,596547
LGA,SYR,114668
LGA,TLH,384
LGA,TPA,684815
LGA,TTN,4
LGA,TUL,49392
LGA,TVC,15839
LGA,TYS,140035
LGA,VNY,4
LGA,XNA,106837
LGA,ZXU,11
LGB,MCE,163
LGB,MCI,74563
LGB,MCO,6455
LGB,MDW,153529
LGB,MEM,138
LGB,MIA,70
LGB,MKC,136
LGB,MKE,504
LGB,MMH,47
LGB,MSP,119
LGB,MSY,7467
LGB,OAK,356651
LGB,OGG,103514
LGB,OKC,436
LGB,ONT,690
LGB,OR4,2
LGB,ORD,193
LGB,OXR,10
LGB,PDX,7697
LGB,PHL,115
LGB,PHX,355701
LGB,PIE,65
LGB,PIT,63
LGB,PSP,172
LGB,RCE,3
LGB,RDU,60
LGB,RNO,158224
LGB,RST,7
LGB,SAN,92
LGB,SAT,496
LGB,SBA,94
LGB,SCF,8
LGB,SDF,161
LGB,SFO,300
LGB,SJC,244277
LGB,SLC,298096
LGB,SMF,430464
LGB,STL,97056
LGB,SUN,3
LGB,TEB,18
LGB,TPA,50
LGB,TUS,25
LGB,YIP,474
LGU,PHL,295
LGU,PUW,308
LIH,NUQ,4
LIH,OAK,225704
LIH,OGG,262101
LIH,ONT,231
LIH,PDX,19357
LIH,PHX,126801
LIH,PSP,51
LIH,PVU,14
LIH,SAN,56918
LIH,SEA,308838
LIH,SFO,160768
LIH,SJC,35870
LIH,SMF,33511
LIH,VNY,2
LIT,MCI,316
LIT,MCO,558
LIT,MDW,432
LIT,MEM,1157
LIT,MGM,142
LIT,MIA,5982
LIT,MKE,182
LIT,MOB,51
LIT,MSP,162
LIT,MSY,141
LIT,MYR,73
LIT,OKC,171
LIT,OMA,403
LIT,ORD,184017
LIT,ORF,323
LIT,PBI,3
LIT,PDX,175
LIT,PHL,336
LIT,PHX,1518
LIT,PIA,60
LIT,PIE,6891
LIT,PIT,257
LIT,RDU,480
LIT,RNO,613
LIT,SBN,97
LIT,SDF,338
LIT,SFB,14678
LIT,SGF,234
LIT,SGU,270
LIT,SHV,171
LIT,SJC,66
LIT,SLC,203
LIT,SMF,156
LIT,SPS,74
LIT,STL,142695
LIT,TEB,7
LIT,TPA,171
LIT,TUL,65
LIT,TUS,124
LIT,TXK,75
LIT,VPS,6375
LIT,XNA,513
LIV,MTX,35
LIV,PPC,1
LKE,LPS,1342
LKE,PUL,7
LKE,RCE,4342
LKE,RSJ,1219
LKE,WSX,781
LKK,RBH,522
LKP,MTN,10
LKP,RKD,4
LKP,TEB,13
LLY,OWD,8
LLY,PSF,1
LMA,MCG,120
LMA,MNT,5
LMA,NIB,99
LMA,RBY,14
LMA,SHX,12
LMA,TAL,16
LMA,TCT,4
LMT,OXR,3
LMT,PRB,3
LNA,OCF,50
LNA,SRQ,2
LNK,MCI,37
LNK,MDW,11
LNK,MEM,206
